Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,Mode,TStep,Comment
386,SR8BP,438.650000,-,7.600000,Tone,79.7,79.7,FM,12.5,Chotycze / Łosice
387,SR8CH,438.675000,-,7.600000,Tone,77.0,77.0,FM,12.5,Chełm
388,SR8D,145.650000,-,0.600000,Tone,79.7,79.7,FM,12.5,Chotycze / Łosice
389,SR8DE,439.300000,-,7.600000,Tone,103.5,88.5,FM,12.5,Dębica
390,SR8DEF,438.425000,-,7.600000,Tone,103.5,88.5,FM,12.5,Dębica
395,SR8DU,439.000000,-,7.600000,Tone,71.9,71.9,FM,12.5,Drohobyczka-Dubiecko
398,SR8ET,439.200000,-,7.600000,Tone,71.9,71.9,FM,12.5,Sanok - Urząd Miasta
400,SR8J,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Jarosław
401,SR8JR,439.250000,-,7.600000,Tone,67.0,88.5,FM,12.5,Jarosław
402,SR8JS,438.800000,-,7.600000,,88.5,103.5,FM,12.5,Jasło - Góra Liwocz
403,SR8K,145.600000,-,0.600000,Tone,71.9,71.9,FM,12.5,Drohobyczka-Dubiecko
404,SR8KN,438.925000,-,7.600000,Tone,103.5,103.5,FM,12.5,Krosno
405,SR8KP,439.575000,-,7.600000,Tone,71.9,71.9,FM,12.5,Leżajsk-Giedlarowa
406,SR8KR,438.625000,-,7.600000,Tone,103.5,103.5,FM,12.5,RTCN Sucha Góra/Krosno EmiTel-Czarnorzeki 90
407,SR8L,145.675000,-,0.600000,Tone,67.0,67.0,FM,12.5,RTCN Lublin / Boży Dar (Emitel)
408,SR8LBD,438.575000,-,7.600000,Tone,77.0,77.0,FM,12.5,RTCN Lublin / Boży Dar (Emitel)
409,SR8LBL,29.670000,-,0.100000,Tone,71.9,88.5,FM,12.5,Giedlarowa
410,SR8LKR,438.550000,-,7.600000,Tone,67.0,67.0,FM,12.5,Kraśnik
411,SR8LL,1298.700000,-,28.000000,,88.5,88.5,FM,12.5,Lublin
412,SR8LLB,439.250000,-,7.600000,Tone,77.0,77.0,FM,12.5,Lubartów
413,SR8LSW,439.025000,-,7.600000,Tone,110.9,110.9,FM,12.5,Świdnik
414,SR8LU,439.050000,-,7.600000,Tone,67.0,67.0,FM,12.5,Lublin
416,SR8LW,438.700000,-,7.600000,Tone,67.0,67.0,FM,12.5,Łuków (Zbożowa 2)
417,SR8LWB,439.137500,-,7.600000,Tone,67.0,67.0,FM,12.5,Bogdanka
418,SR8MBR,50.540000,split,432.600000,Tone,71.9,71.9,FM,12.5,Tyczyn, Lasek
419,SR8NP,145.762500,-,0.600000,,88.5,186.2,FM,12.5,Przemyśl
420,SR8PL,439.087500,-,7.600000,Tone,118.8,118.8,FM,12.5,Kazimierz Dolny
421,SR8PPN,438.900000,-,7.600000,Tone,67.0,67.0,FM,12.5,gm. Urszulin
422,SR8PU,438.850000,-,7.600000,Tone,118.8,118.8,FM,12.5,Kazimierz Dolny
423,SR8R,145.675000,-,0.600000,Tone,71.9,88.5,FM,12.5,Rzeszów
425,SR8RJS,438.500000,-,7.600000,Tone,103.5,103.5,FM,12.5,Opacie
426,SR8RSC,145.287500,+,0.000000,Tone,71.9,71.9,FM,12.5,Boguchwała
427,SR8RZ,439.250000,-,7.600000,Tone,71.9,71.9,FM,12.5,Rzeszów
428,SR8S,145.712500,-,0.600000,Tone,123.0,123.0,FM,12.5,Świdnik
429,SR8SD,439.325000,-,7.600000,Tone,123.0,123.0,FM,12.5,Świdnik
430,SR8SM,438.650000,-,7.600000,Tone,123.0,123.0,FM,12.5,Dębica
431,SR8T,145.725000,-,0.600000,Tone,103.5,103.5,FM,12.5,RTCN Sucha Góra/Krosno EmiTel-Czarnorzeki 90
432,SR8TA,438.950000,-,7.600000,Tone,103.5,103.5,FM,12.5,RTCN Sucha Góra/Krosno EmiTel-Czarnorzeki 90
433,SR8TR,29.690000,-,0.100000,,88.5,88.5,FM,12.5,Leżajsk Cmentarna CNR
434,SR8U,145.687500,-,0.600000,,88.5,88.5,FM,12.5,Baligród
435,SR8UKS,439.112500,-,7.600000,,88.5,88.5,DV,12.5,RTCN Sucha Góra/Krosno EmiTel-Czarnorzeki 90
436,SR8UVB,439.412500,-,7.600000,,88.5,88.5,DV,12.5,Chotycze - RTCN Łosice
437,SR8UVC,439.550000,-,7.600000,,88.5,88.5,DV,12.5,Biała Podlaska
438,SR8UVL,438.825000,-,7.600000,,88.5,88.5,DV,12.5,Lublin
439,SR8UVP,439.462500,-,7.600000,,88.5,88.5,DV,12.5,Kazimierz Dolny
440,SR8UVS,438.325000,-,7.600000,,88.5,88.5,DV,12.5,Świdnik
441,SR8UWD,438.512500,-,7.600000,,88.5,88.5,DV,12.5,Włodawa
442,SR8V,145.612500,-,0.600000,Tone,103.5,88.5,FM,12.5,Jasło
443,SR8WD,438.975000,-,7.600000,Tone,103.5,103.5,FM,12.5,Włodawa
444,SR8X,145.700000,-,0.600000,Tone,118.8,118.8,FM,12.5,Puławy
445,SR8Z,145.750000,-,0.600000,Tone,77.0,77.0,FM,12.5,Feliksówka k/Zamościa
446,SR8ZA,439.275000,-,7.600000,Tone,77.0,77.0,FM,12.5,Feliksówka k/Zamościa
447,SR9A,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Góra Wał - Tarnów
448,SR9ABC,51.990000,-,0.600000,,88.5,88.5,FM,12.5,Szczawnica - Góra Przehyba (Teren schroniska)
449,SR9AD,438.625000,-,7.600000,,88.5,88.5,FM,12.5,Kraków?
451,SR9AE,438.825000,-,7.600000,Tone,103.5,103.5,FM,12.5,Obserwatorium astronomiczne na Górze Lubomir
452,SR9AMS,145.237500,+,0.000000,,88.5,107.2,FM,12.5,(zmiana lokalizacji)
453,SR9ASR,438.300000,-,7.600000,Tone,74.4,74.4,FM,12.5,Góra Żar
454,SR9B,145.712500,-,0.600000,Tone,67.0,88.5,FM,12.5,Skrzyczne
456,SR9BSR,438.250000,-,7.600000,Tone,74.4,88.5,FM,12.5,Góra Szyndzielnia
457,SR9C,145.600000,-,0.600000,Tone,103.5,103.5,FM,12.5,Kraków
459,SR9CZ,439.175000,-,7.600000,,88.5,88.5,DV,12.5,Częstochowa
461,SR9CZE,439.562500,-,7.600000,Tone,67.0,67.0,FM,12.5,Częstochowa
472,SR9DV,438.325000,-,7.600000,Tone,67.0,88.5,FM,12.5,Węgrzce
473,SR9DX,145.575000,-,0.600000,Tone,71.9,71.9,FM,12.5,Bytom
475,SR9E,145.725000,-,0.600000,Tone,71.9,71.9,FM,12.5,Siemianowice Śląskie
476,SR9EE,438.875000,-,7.600000,Tone,67.0,88.5,FM,12.5,Skrzyczne EMITEL
477,SR9EHO,29.610000,+,0.000000,Tone,107.2,107.2,FM,12.5,Mordarka - Łysa Góra (k. Limanowej)
478,SR9FUN,29.660000,-,0.100000,Tone,107.2,107.2,FM,12.5,Szczawnica - Góra Przehyba (Teren schroniska)
479,SR9GC,438.925000,-,7.600000,,88.5,88.5,FM,12.5,Gliwice
480,SR9GP,438.650000,-,7.600000,Tone,107.2,107.2,FM,12.5,Mordarka - Łysa góra
481,SR9GR,438.537500,-,7.600000,Tone,162.2,162.2,FM,12.5,Gorlice, maszt Emitel na Górze Cmentarnej
482,SR9IVG,70.260000,+,0.000000,,88.5,107.2,FM,12.5,Mordarka - Łysa Góra (k. Limanowej)
483,SR9J,145.787500,-,0.600000,Tone,123.0,123.0,FM,12.5,Częstochowa
484,SR9JG,439.462500,-,7.600000,Tone,71.9,71.9,FM,12.5,Częstochowa
485,SR9JK,438.800000,-,7.600000,Tone,94.8,88.5,FM,12.5,Włodowice
487,SR9K,145.750000,-,0.600000,Tone,103.5,88.5,FM,12.5,Siercza k/Wieliczki
488,SR9KAO,439.212500,-,7.600000,,88.5,88.5,FM,12.5,Tarnów
489,SR9KD,438.950000,-,7.600000,Tone,71.9,88.5,FM,12.5,Sosnowiec
490,SR9KM,438.975000,-,7.600000,Tone,71.9,71.9,FM,12.5,Krupski Młyn
491,SR9KR,439.275000,-,7.600000,,88.5,88.5,DV,12.5,Kraków
492,SR9KS,438.900000,-,7.600000,Tone,103.5,103.5,FM,12.5,Siercza k/Wieliczki
493,SR9KW,439.025000,-,7.600000,Tone,67.0,67.0,FM,12.5,Pogrzebień
494,SR9L,145.687500,-,0.600000,Tone,107.2,107.2,FM,12.5,Limanowa Lipowe
495,SR9LC,438.700000,-,7.600000,Tone,71.9,71.9,FM,12.5,LUBECKO
496,SR9LI,438.675000,-,7.600000,,88.5,88.5,FM,12.5,Pasierbiec
497,SR9LK,1298.500000,-,28.000000,,88.5,88.5,FM,12.5,Siercza k/Wieliczki
498,SR9NJ,1298.150000,-,28.000000,,88.5,88.5,FM,12.5,Krynica Zdrój, Jaworzyna (górna stacja kolejki gondolowej
499,SR9NJ,438.700000,-,7.600000,Tone,103.5,103.5,FM,12.5,Krynica Zdrój, Jaworzyna (górna stacja kolejki gondolowej
500,SR9NP,438.937500,-,7.600000,Tone,107.2,107.2,FM,12.5,Prehyba
501,SR9NS,439.225000,-,7.600000,Tone,107.2,107.2,FM,12.5,Nowy Sącz
503,SR9NSK,434.675000,+,0.000000,,88.5,88.5,FM,12.5,Skrzyczne
504,SR9OA,438.750000,-,7.600000,Tone,107.2,88.5,FM,12.5,Wieża widokowa Dąbrowa
505,SR9P,145.662500,-,0.600000,Tone,103.5,88.5,FM,12.5,Góra Koskowa POLKOMTEL
506,SR9PC,438.850000,-,7.600000,Tone,103.5,88.5,FM,12.5,Góra Koskowa POLKOMTEL
507,SR9PJD,431.800000,+,7.600000,,88.5,88.5,FM,12.5,Gliwice
509,SR9PS,439.250000,-,7.600000,Tone,67.0,67.0,FM,12.5,Pszów
510,SR9RAC,439.575000,-,7.600000,Tone,67.0,67.0,FM,12.5,Strzybniczek
512,SR9RR,439.100000,-,7.600000,Tone,107.2,107.2,FM,12.5,
514,SR9RT,145.637500,split,145.037500,Tone,103.5,103.5,FM,12.5,Mordarka - Łysa Góra 781 m n.p.m. (k. Limanowej)
515,SR9S,145.775000,-,0.600000,Tone,67.0,67.0,FM,12.5,Wola
516,SR9S,439.412500,-,7.600000,Tone,67.0,67.0,FM,12.5,Wola
517,SR9SA,439.450000,-,7.600000,Tone,67.0,67.0,FM,12.5,Góra Szyndzielnia, Bielsko-Biała
518,SR9SC,438.962500,-,7.600000,Tone,67.0,67.0,FM,12.5,Cieszyn
519,SR9SE,439.200000,-,7.600000,Tone,71.9,88.5,FM,12.5,Będzin
521,SR9SK,439.375000,-,7.600000,Tone,67.0,67.0,FM,12.5,Skrzyczne
522,SR9SS,439.100000,-,7.600000,Tone,71.9,71.9,FM,12.5,Siemianowice Śląskie
524,SR9TB,438.775000,-,7.600000,Tone,103.5,103.5,FM,12.5,Góra Wał - Tarnów
525,SR9TG,145.612500,-,0.600000,Tone,71.9,71.9,FM,12.5,Tarnowskie Góry
526,SR9TM,438.512500,-,7.600000,Tone,103.5,103.5,FM,12.5,Pcim - Kudłacze
532,SR9UV,439.337500,-,7.600000,,88.5,88.5,DV,12.5,Włodowice
534,SR9UVJ,439.500000,-,7.600000,,88.5,88.5,DV,12.5,Jaworzyna Krynicka
535,SR9UVJ,439.500000,-,7.600000,,88.5,88.5,DV,12.5,Jaworzyna krynicka
536,SR9UVJ-B,439.500000,-,7.600000,,88.5,88.5,DV,12.5,Krynica Zdrój - Jaworzyna (górna stacja kolejki gondolowej)
537,SR9UVJ-C,145.787500,-,0.600000,,88.5,88.5,DV,12.5,Krynica Zdrój - Jaworzyna (górna stacja kolejki gondolowej)
541,SR9UVP,439.362500,-,7.600000,,88.5,88.5,DV,12.5,Góra Koskowa POLKOMTEL
544,SR9UVU,439.162500,-,7.600000,,88.5,88.5,DV,12.5,Skrzyczne
545,SR9UVZ,439.200000,-,7.600000,,88.5,88.5,DV,12.5,Góra Gubałówka EMITEL
549,SR9VJP,438.587500,-,7.600000,,88.5,88.5,DV,12.5,MUSZYNA
550,SR9VO,439.075000,-,7.600000,Tone,103.5,103.5,FM,12.5,Tarnów
552,SR9VVO,439.437500,-,7.600000,,88.5,88.5,DV,12.5,Lichwin
553,SR9X,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Góra Gubałówka EMITEL
554,SR9Z,145.737500,-,0.600000,Tone,107.2,107.2,FM,12.5,Przehyba EMITEL
556,SR9ZAR,439.537500,-,7.600000,Tone,67.0,67.0,FM,12.5,Góra Żar
557,SR9ZHP,145.287500,+,0.000000,Tone,127.3,127.3,FM,12.5,Będzin
559,DB0AER,439.400000,-,7.600000,,88.5,88.5,FM,12.5,Auerbach / Erzgebirge
560,DB0AF,145.612500,-,0.600000,Tone,123.0,88.5,FM,12.5,Altbödern
561,DB0ANA,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Pöhlberg,  Annaberg
562,DB0ARB,439.225000,-,7.600000,Tone,71.9,71.9,FM,12.5,Großer Arber
563,DB0ARB,145.675000,-,0.600000,Tone,71.9,88.5,FM,12.5,Großer Arber
564,DB0AV,439.100000,-,7.600000,,88.5,88.5,FM,12.5,Rosenheim
565,DB0BEL,439.175000,-,7.600000,,88.5,88.5,FM,12.5,Belzig
566,DB0BKN,439.250000,-,7.600000,,88.5,88.5,FM,12.5,
567,DB0BLO,439.275000,-,7.600000,,88.5,88.5,FM,12.5,Berlin-Ost
568,DB0BRH,439.312500,-,7.600000,,88.5,88.5,FM,12.5,Heidelstein
569,DB0BRL,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Berlin-Hohenschönhausen
570,DB0CAL,438.975000,-,7.600000,,88.5,88.5,FM,12.5,Calau
571,DB0CBS,438.850000,-,7.600000,,88.5,88.5,FM,12.5,Cottbus
572,DB0CHA,1298.375000,-,28.000000,,88.5,88.5,FM,12.5,Eschlmais
573,DB0CHA,438.925000,-,7.600000,Tone,71.9,71.9,FM,12.5,Eschlmais
574,DB0CSD,438.700000,-,7.000000,,88.5,88.5,FM,12.5,Chemnitz
575,DB0DD,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Dresden-Hellerau
577,DB0DO,145.737500,-,0.600000,Tone,67.0,67.0,FM,12.5,Dortmund
578,DB0DS,439.487500,-,7.600000,,88.5,88.5,FM,12.5,Dortmund
579,DB0DVR,145.637500,-,0.600000,,88.5,88.5,FM,12.5,Steinbergstrasse, Braunschweig
580,DB0DVR,438.575000,-,7.600000,,88.5,88.5,FM,12.5,Wendenstraße, Braunschweig
581,DB0EG,438.675000,-,7.600000,,88.5,88.5,FM,12.5,Schoeppingen
584,DB0EHS,430.375000,+,0.000000,,88.5,88.5,DV,12.5,Eisenhüttenstadt
585,DB0EL,439.275000,-,7.600000,,88.5,88.5,FM,12.5,
586,DB0ERZ,439.112500,-,7.600000,,88.5,88.5,FM,12.5,Auersberg
587,DB0FFO,438.650000,-,7.600000,Tone,67.0,67.0,FM,12.5,Eisenhuettenstadt
588,DB0FOD,439.000000,-,7.600000,,88.5,88.5,FM,12.5,Frankfurt n/Oder
589,DB0FRO,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Frankfurt n/Oder
590,DB0FUL,438.687500,-,7.600000,,88.5,88.5,FM,12.5,Fulda
591,DB0GRZ,145.600000,-,0.600000,,88.5,67.0,FM,12.5,Goerlitz
592,DB0GRZ,439.400000,-,7.600000,,88.5,67.0,FM,12.5,Goerlitz
593,DB0GRZ-2M,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Goerlitz
594,DB0HEL,439.075000,-,7.600000,,88.5,88.5,FM,12.5,Helgoland
595,DB0HHN,438.375000,-,7.600000,Tone,67.0,67.0,FM,12.5,Goetzberg
596,DB0HHO-C,145.612500,-,0.600000,,88.5,88.5,DV,12.5,Großhansdorf
597,DB0HRM,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Hoher Meissner, HR-Turm
598,DB0HRM,439.525000,-,7.600000,,88.5,88.5,DV,12.5,Hoher Meissner, HR-Turm
599,DB0HZL,439.400000,-,7.600000,,88.5,88.5,FM,12.5,Ratzeburg
600,DB0IF,439.025000,-,7.600000,,88.5,88.5,FM,12.5,Fehmarn / Puttgarden
601,DB0LAU,439.100000,-,7.600000,Tone,123.0,123.0,FM,12.5,Lausche/Waltersdorf
602,DB0LBH,438.925000,-,7.600000,,88.5,88.5,FM,12.5,Deditz, 04685 Nerchau, Niemcy
603,DB0LEI,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Völkerschlachtdenkmal Leipzig
604,DB0LOE,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Kottmar / Lobau
605,DB0LOS,438.775000,-,7.600000,,88.5,88.5,FM,12.5,Rauener Berge
606,DB0LS,439.375000,-,7.600000,Tone,123.0,88.5,FM,12.5,Oberdorf von Lauchhammer OT Kostebrau Oberdorf von Lauchhammer OT Kostebrau
607,DB0LUC,438.975000,-,7.600000,,88.5,88.5,FM,12.5,Gehren
608,DB0LUD,438.575000,-,7.600000,,88.5,88.5,FM,12.5,Ludwigsfelde
609,DB0MAR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Timmendorfer Strand
610,DB0MAR-B,439.850000,-,9.400000,,88.5,88.5,DV,12.5,Timmendorfer Strand
611,DB0MDW-C,144.937500,+,0.000000,,88.5,88.5,DV,12.5,Meddewade
612,DB0NFL,438.950000,-,7.600000,,88.5,88.5,FM,12.5,Forst (Lausitz)
613,DB0NLS,145.737500,-,0.600000,Tone,88.5,88.5,FM,12.5,Lauta, Sachsen
614,DB0OAL,438.937500,-,7.600000,,88.5,88.5,FM,12.5,Tegelberg
616,DB0PBS,439.312500,-,7.600000,Tone,136.5,88.5,FM,12.5,
617,DB0PC,439.100000,-,7.600000,,88.5,88.5,FM,12.5,Bungsberg
618,DB0PCK,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Schwedt/Oder
619,DB0PDM-2M,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Potsdam, Germany
620,DB0PIB-2M,145.575000,-,0.600000,,88.5,88.5,FM,12.5,Großer Picho bei Wilthen
622,DB0QG,438.975000,-,7.600000,,88.5,88.5,FM,12.5,Altenschneeberg
623,DB0RAG,439.300000,-,7.600000,,88.5,88.5,FM,12.5,Ragow
624,DB0RIG,145.175000,+,0.600000,,88.5,88.5,FM,12.5,Göppingen
625,DB0RIG,439.050000,-,7.600000,,88.5,88.5,FM,12.5,Göppingen
626,DB0RKS,431.900000,+,7.600000,Tone,250.3,250.3,FM,12.5,
627,DB0RUG,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Bergen auf Rügem
629,DB0SL,145.700000,-,0.600000,Tone,71.9,71.9,FM,12.5,Greising
630,DB0SL,439.050000,-,7.600000,,88.5,71.9,FM,12.5,
631,DB0SMB,438.975000,-,7.600000,Tone,100.0,100.0,FM,12.5,Salzgitter Watenstedt
632,DB0SP,145.600000,-,0.600000,,88.5,141.3,FM,12.5,Berlin-Wannsee, Fernmeldeturm Schäferberg
633,DB0SP,439.425000,-,7.600000,,88.5,141.3,FM,12.5,Berlin-Wannsee, Fernmeldeturm Schäferberg
634,DB0SPB,439.300000,-,7.600000,Tone,123.0,123.0,FM,12.5,Spitzbergstraße 6, 02791 Oderwitz, Deutschland
636,DB0SX,439.050000,-,7.600000,,88.5,88.5,FM,12.5,Berlin-Charlottenburg
637,DB0SY,438.625000,-,7.600000,,88.5,74.4,FM,12.5,Hamburg-Lohbrügge
638,DB0TFL,438.800000,-,7.600000,,88.5,88.5,FM,12.5,Baruth/Mark
639,DB0TK,145.750000,-,0.600000,,88.5,100.0,FM,12.5,Regensburg - Keilberg
640,DB0TR,438.700000,-,7.600000,,88.5,88.5,FM,12.5,
641,DB0TRS,439.125000,-,7.600000,,88.5,88.5,FM,12.5,
642,DB0TT,438.650000,-,7.600000,Tone,67.0,67.0,FM,12.5,Dortmund
644,DB0TUD,438.875000,-,7.600000,,88.5,88.5,FM,12.5,Dresden - (Technische Universität)
645,DB0UA,438.675000,-,7.600000,,88.5,88.5,FM,12.5,Augsburg
646,DB0UA,145.637500,-,0.600000,Tone,88.5,88.5,FM,12.5,Augsburg
647,DB0UE,145.637500,-,0.600000,,88.5,88.5,FM,12.5,Fulda
648,DB0UG,439.025000,-,7.600000,Tone,67.0,88.5,FM,12.5,Paderborn-Eggegebirge
649,DB0UM,439.237500,-,7.600000,,88.5,88.5,FM,12.5,Casekow
650,DB0WA,145.787500,split,145.187500,Tone,94.8,94.8,FM,12.5,Aachen
651,DB0WAS,438.950000,-,7.600000,,88.5,88.5,FM,12.5,Wasserkuppe / Hessen
652,DB0WBE,438.900000,-,7.600000,,88.5,88.5,FM,12.5,Elsterwerda, Niemcy
653,DB0WBG,439.200000,-,7.600000,,88.5,88.5,FM,12.5,Wittenberg
654,DB0WIT,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Wittstock-Pritzwalk
655,DB0WK,439.462500,-,7.600000,,88.5,88.5,DV,12.5,Wasserkuppe / Hessen
657,DB0WM,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Münster
658,DB0WOF,439.075000,-,7.600000,,88.5,88.5,FM,12.5,Wolfen
659,DB0WOL,439.150000,-,7.600000,,88.5,88.5,FM,12.5,Wollenberg
660,DB0XH,145.662500,-,0.600000,,88.5,88.5,FM,12.5,Hamburg-Blankenese
661,DB0XJ,438.800000,-,7.600000,,88.5,88.5,FM,12.5,Stade
662,DB0XK,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Kalmit
663,DB0XL,438.900000,-,7.600000,,88.5,88.5,FM,12.5,Lübeck
664,DB0YC,145.637500,-,0.600000,Tone,71.9,71.9,FM,12.5,Kreuzhaus
665,DB0ZD,439.000000,-,7.600000,,88.5,88.5,FM,12.5,Mittagberg
666,DB0ZH,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Heidelberg
667,DB0ZO,145.762500,-,0.600000,Tone,123.0,123.0,FM,12.5,Dörenberg
668,DB0ZU,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Zugspitze
669,DB0ZU,438.850000,-,7.600000,,88.5,88.5,FM,12.5,Zugspitze
670,DB0ZU,1298.600000,-,28.000000,,88.5,88.5,FM,12.5,Zugspitze
671,DF0HHH,438.700000,-,7.600000,,88.5,67.0,FM,12.5,Hamburg Rosengarten
673,DM0BGH,438.625000,-,7.600000,,88.5,88.5,FM,12.5,
675,DM0LUE B,439.550000,-,7.600000,,88.5,88.5,DV,12.5,Lüdersdorf
676,DM0ULR,145.787500,-,0.600000,Tone,141.3,141.3,FM,12.5,Wendelstein
677,DO0ERK,145.762500,-,0.600000,,88.5,88.5,DV,12.5,Erkrath
678,DO0GG,438.850000,-,7.600000,,88.5,88.5,FM,12.5,
679,DO0LEE,438.212500,-,7.600000,Tone,67.0,88.5,FM,12.5,Riedstadt
680,DO0SMZ,439.300000,-,7.600000,Tone,67.0,88.5,FM,12.5,Mainz - ZDF Television Center
681,ED8ZAB,438.462500,-,7.580000,,88.5,88.5,DV,12.5,Cumbre Gran Canaria
682,EI2KPR,145.762500,-,0.600000,Tone,88.5,88.5,FM,12.5,Dublin
683,EI2TRR,145.600000,-,0.600000,Tone,88.5,88.5,FM,12.5,Dublin
684,EI7BHR,438.600000,-,7.600000,Tone,88.5,88.5,FM,12.5,Dublin
685,EI7TRR,433.225000,+,1.600000,Tone,88.5,88.5,FM,12.5,Dublin
686,EU1,145.625000,-,0.600000,Tone,88.5,88.5,FM,12.5,Minsk
687,EU1,438.125000,+,0.000000,,88.5,88.5,FM,12.5,Mińsk
688,EU1A00R,438.725000,-,7.500000,,88.5,88.5,FM,12.5,Mińsk
689,EU1A01R,438.825000,-,7.600000,,88.5,88.5,FM,12.5,Minsk
690,EU1XX,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Brest
691,EU1XXXX,438.700000,-,7.600000,,88.5,67.0,FM,12.5,Bobrujsk
692,EU2XX,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Novopolock
694,EU4BLC-R,439.425000,-,7.600000,Tone,67.0,67.0,FM,12.5,KO13VQ
695,EU4XX,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Bobrujsk
696,EU4XXX,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Osipovichi
697,EU5XX,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Soligorsk
698,EU8A00R,434.600000,-,1.600000,Tone,162.2,162.2,FM,12.5,Gomel
699,EV4UHF,439.425000,-,7.600000,Tone,67.0,67.0,FM,12.5,Grodno
700,EV4VHF,145.775000,-,0.600000,,88.5,67.0,FM,12.5,Grodno
701,EW7DDG,430.900000,+,7.600000,,88.5,88.5,FM,12.5,Могилёв
702,F5ZFF,145.637500,-,0.600000,,88.5,88.5,FM,12.5,Mont Saint Aignan
703,F5ZSS,145.675000,-,0.600000,,88.5,88.5,FM,12.5,BARBAZAN-DEBAT
704,F5ZTU,431.725000,split,430.125000,,88.5,88.5,FM,12.5,LOURDES -65
705,F5ZUL,145.775000,-,0.600000,,88.5,88.5,FM,12.5,LABENNE
706,F5ZUW,431.925000,-,1.600000,,88.5,88.5,FM,12.5,La Pierre St Martin - 64
707,F6ZCV,145.700000,-,0.600000,,88.5,88.5,FM,12.5,LA PIERRE SAINT-MARTIN  -  64
708,GB3AA,145.662500,-,0.600000,,88.5,88.5,FM,12.5,
709,GB3AB,433.375000,+,1.600000,,88.5,88.5,FM,12.5,
710,GB3AC,430.975000,+,7.600000,,88.5,88.5,FM,12.5,
711,GB3AD,439.687500,-,9.000000,,88.5,88.5,DV,12.5,
712,GB3AE,50.720000,+,0.500000,,88.5,88.5,FM,12.5,
713,GB3AG,145.725000,-,0.600000,,88.5,88.5,FM,12.5,FORFAR
714,GB3AH,433.275000,+,1.600000,,88.5,88.5,FM,12.5,EAST DEREHAM
715,GB3AK,1297.350000,-,20.000000,,88.5,88.5,FM,12.5,BRISTOL
716,GB3AL,145.737500,-,0.600000,,88.5,88.5,FM,12.5,AMERSHAM
717,GB3AM,50.840000,+,0.500000,,88.5,88.5,FM,12.5,AMERSHAM
718,GB3AN,433.200000,+,1.600000,,88.5,88.5,FM,12.5,
719,GB3AR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,CAERNARFON
720,GB3AS,145.600000,-,0.600000,,88.5,88.5,FM,12.5,
721,GB3AU,433.175000,+,1.600000,,88.5,88.5,FM,12.5,AMERSHAM
722,GB3AV,433.050000,+,1.600000,,88.5,88.5,FM,12.5,AYLESBURY
723,GB3AW,433.250000,+,1.600000,,88.5,88.5,FM,12.5,NEWBURY
724,GB3AY,145.650000,-,0.600000,,88.5,88.5,FM,12.5,DALRY
725,GB3BA,433.325000,+,1.600000,,88.5,88.5,FM,12.5,
726,GB3BB,145.700000,-,0.600000,,88.5,88.5,FM,12.5,
727,GB3BC,145.750000,-,0.600000,,88.5,88.5,FM,12.5,PONTYPRIDD
728,GB3BE,430.862500,+,7.600000,,88.5,88.5,FM,12.5,DUNS
729,GB3BF,145.787500,-,0.600000,,88.5,88.5,FM,12.5,
730,GB3BI,145.725000,-,0.600000,,88.5,88.5,FM,12.5,
731,GB3BL,430.875000,+,7.600000,,88.5,88.5,FM,12.5,
732,GB3BM,145.712500,-,0.600000,,88.5,88.5,FM,12.5,
733,GB3BN,433.000000,+,1.600000,,88.5,88.5,FM,12.5,BRACKNELL
734,GB3BR,433.150000,+,1.600000,,88.5,88.5,FM,12.5,BRIGHTON
735,GB3BS,430.850000,+,7.600000,,88.5,88.5,FM,12.5,BRISTOL
736,GB3BT,145.700000,-,0.600000,,88.5,88.5,FM,12.5,BERWICK ON TWEED
737,GB3BV,433.025000,+,1.600000,,88.5,88.5,FM,12.5,
738,GB3BX,145.675000,-,0.600000,,88.5,88.5,DV,12.5,
739,GB3BY,430.975000,+,7.600000,,88.5,88.5,FM,12.5,
